year,stage,date,puzzle_pieces,time_limit,puzzle_image_url,rank,name1,name2,country,origin1,origin2,time,time_seconds,pieces_completed,gap,cumulative_gap,qualified
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,114,Nina Kovačič,Simona Gobec,Slovenia,Ljubljana (Slovenia),,,,423,,,True
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,115,Silje Hollås,Linda Mari Hogstad,Norway,Stjørdal (Trøndelag),,,,422,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,116,Guillaume Verlinden,Marta Freixas Gutiérrez,France,Barcelona,,,,421,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,117,Joaquín Gómez Pantoja Galán,Mar Sánchez Burgos,Spain,Las Rozas de Madrid (Madrid),Madrid,,,417,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,118,Dilara Koçak,Cihan Deniz,Türkiye,İstanbul,Ankara,,,414,,,True
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,119,Percy Chaparro García,Nadia Dávila Arango,Peru,Ávila,,,,410,,,True
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,119,Karen Klötzli,Johanna Klötzli,Switzerland,Zürich (ZH),,,,410,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,121,Patrick Roland Müller,Laura Hartmann,Germany,Ingolstadt (Bavaria),,,,405,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,122,Kimberly Belfry,Russell Walsh,Canada,Tiny (Ontario),Tbd,,,402,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,122,Kate Wislang,Toni Edwards,New Zealand,Christchurch (Canterbury),Auckland,,,402,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,124,Maya Binetskaya Semiankova,Pablo Martín Gila,Belarus,Madrid,,,,401,,,True
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,124,Aleksandra Olejniczak,Aleksandra Wyszkowska,Poland,Lodz,,,,401,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,126,Verena Lanzinger,Manuel Lanzinger,Austria,Graz (Styria),,,,397,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,127,Tsai-Sang Dederichs,Jürgen Dederichs,Germany,Hartheim (Baden-Württemberg),,,,396,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,128,Esther Sastre Baza,Verónica Herrero Pérez,Spain,San Miguel del Arroyo (Valladolid),Valladolid,,,387,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,129,Lior Beres,Gerard Blanco Capell,Israel,Tel Aviv,,,,384,,,True
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,129,Nina Hanssens,Andreas Heyerick,Belgium,Ghent (O-Vlaanderen),,,,384,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,131,Agata Banaś,Liliana Banaś,Poland,Poznań,,,,378,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,131,Ana Montenegro,Verónica Antunes,Portugal,Oeiras (Lisboa),Oliveira de Azeméis (Aveiro),,,378,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,133,Miriam Kamper,Miriam Kamper,Austria,Irdning (Austria),,,,376,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,134,Dirk Eichhorn,Lisa Eichhorn,Germany,Berlin,,,,374,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,135,Julia Hämmerle,Sofia Chiara Ceccon,Austria,Dornbirn (Tirol),Vipiteno (Italy),,,372,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,136,Daniela Berendsen López,Mia Dijkhuis,Venezuela,Bilthoven (Utrecht),Maarssen (Utrech),,,371,,,True
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,137,Heather Langley,Iona Lea,United Kingdom,Coventry (Warwickshire),Inverurie (Aberdeenshire),,,370,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,138,Goshi Yamashina,Miki Yamashina,Japan,Zürich (ZH),,,,366,,,True
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,139,Isabelle Lehmann,Jérémie Provenzano,Switzerland,La Chaux-De-Fonds (NE),Perroy (VD),,,365,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,140,Noemie Geulin,Aymeric Lhullier,France,Nîmes (Occitanie),Montpellier (Occitanie),,,362,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,141,Ryan Wilkins,Hannah Wagner,USA,Charleston (Sc),Columbus (Oh),,,359,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,142,Soraya Hernández Moretón,Isabel Moretón Agudo,Spain,Valladolid,,,,353,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,143,Tianna Camilleri,Jack Matulich,Australia,Gold Coast (Queensland),,,,350,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,144,Milla Kallioniemi,Saila Mattila,Finland,Turku,,,,347,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,144,Roald Koornneef,Vista,The Netherlands,Alphen Aan Den Rijn (Zuid-Holland),,,,347,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,146,Aniek Holscher,Ellen Van Soest,The Netherlands,Helmond (Noord Brabant),,,,345,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,147,Nadine Wunder,Katharina Böhm,Germany,Fell (Rheinland Pfalz),,,,342,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,148,Jessica Himmelová,Kateřina Hornikova,Czech Republic,Lázně Toušeň (Česká Republika),Prague (Czech Republic),,,337,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,149,Sarah Laws,Catalina Cobos-Uribe,Mexico,Durham (North Carolina),Chapel Hill (Nc),,,336,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,150,Yen Tran,Barbara McCue,Canada,Ottawa (On),,,,334,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,150,Iréa Touche,Damien Mateo,France,Le Vernet (France),,,,334,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,150,Belinda Martín Da Cuña,Selene Martín Da Cuña,Spain,Valladolid,,,,334,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,153,Mary Granger Lynch,Suzanne Hershelman,Spain,Barcelona,St. Cugat del Valles (Barcelona),,,331,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,154,Nurhan Yarcı,Peri Yarcı,Türkiye,Istanbul,,,,329,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,155,Virginia Lo Vullo,Stefano De Sibi,Italy,Rieti,,,,328,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,156,Andrew McConvey,Barbara Stekas,Canada,Saint Louis (Missouri),,,,322,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,157,Beatriz Deltoro,Álvaro López-Maroto,Spain,Madrid,,,,316,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,158,Marta Gallego Rodríguez,Yolanda Rodríguez Rivas,Spain,Valencia,Salamanca,,,307,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,159,Dulce Alexandra Pereira,Luísa Pereira,Portugal,Queluz (Lisboa),Alcobaça (Leiria),,,306,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,160,Jay Leonard,Victoria Leong,United Kingdom,London,Lisbon,,,290,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,160,Andrew James,Michael James,France,Uccle (Brussels),,,,290,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,162,Stefan Blickensdörfer,Sabrina Zuber,Germany,Mannheim (Bw),,,,285,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,163,Henar Viñas García,Henar García Julve,Spain,Valladolid,,,,284,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,164,Daniela Ferrari,Stefania Fedele,Italy,Montecchio Emilia (Italia),Reggio Emilia (Italia),,,282,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,165,Mudita Gupta,Ishavasyam Dash,India,Bangalore (Karnataka),,,,281,,,True
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,166,Cuauhtemoc Guzmán Barrios,Juan Gerardo Medina Macias,Mexico,Ciudad de México,Benito Juarez (Ciudad de Mexico),,,280,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,166,Ana Filipa Salgado,Maria Helena Henriques Fonseca,Portugal,Font (FR),,,,280,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,168,Deborah Wilson,Allison Coles,USA,Tucson (Az),New York,,,279,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,169,Mare Asanuma,Takuro Asanuma,Japan,Tokyo (None),,,,271,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,169,Olive Maher,Edward Oliver Perry,Ireland,Dublin,West Bromwich (United Kingdom),,,271,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,171,Sergio Sastre Conde,Sonia Diez Patino,Spain,Valladolid,,,,266,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,172,Desislava Ivanova,Virzhinia Pancheva,Bulgaria,Sofia (Sofia (City)),,,,265,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,173,Boi Yen Ha,Anh Nguyen Thi Nguyen,Vietnam,Adliswil (ZH),Thalwil (ZH),,,264,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,174,Elsa Hernández Fernández,Ainara Macías Delgado,Spain,Madrid,,,,258,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,174,Caitlin Guidotti,Clinton Coker,Australia,West Nowra (Nsw),,,,258,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,176,Joana Mateo Abia,Nadia Pellilo Patilo,Spain,Hornillos de Eresma (Valladolid),Valladolid,,,254,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,177,Gesa Amann,Pauline Wander,Germany,Hamburg,Würzburg (Bavaria),,,232,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,178,Sonia Conesa García,Raquel Bañón Domínguez,Spain,Puerto de Sagunto (Valencia),,,,215,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,179,Daniel Samper Martinez,Mª Teresa Martínez Cordero,Spain,Madrid,,,,204,,,False
2024,C,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/629104204b1487f77834429b8c4f2a0e8ebf31c4fb1d649bf9a9827c.png,180,Reine Lydie Moby,Emma Hermine Ebanda,Cameroon,Douala,Cameroun,,,40,,,False
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,1,Gisela Arranz Toro,Alejandro Clemente León,Spain,Madrid,Barcelona,00:21:09,1269,,-,-,True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,2,Sara Kristersson,Tobias Priemer,Sweden,Malmö (Skåne),Dalby (Skåne),00:24:16,1456,,+3' 07',at 3' 07',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,3,Rhys Dewar,Sarah Carsten,Australia,Queensland,Hendra (Queensland),00:24:38,1478,,+ 22'',at 3' 29'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,4,Agnès Graulle,Elodie Serrano,France,Toulouse (Occitanie),Lyon (Rhone),00:25:33,1533,,+ 55'',at 4' 24'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,5,Christina Reiner,Mia Oehmig,Germany,Regensburg (Bavaria),Münster (Nrw),00:26:04,1564,,+ 31'',at 4' 55'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,6,Laura Pescher,Magdalena Alberti,Germany,Gelsenkirchen (Nrw),München (Bayern),00:26:40,1600,,+ 36'',at 5' 31'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,7,Janna Franzkeit,Marc Fabel,Germany,Hamburg,,00:26:44,1604,,+ 04',at 5' 35'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,8,Jörn Schrieber,Maren Faber,Germany,Hamburg,Lübeck (Schleswig-Holstein),00:26:45,1605,,+ 01',at 5' 36'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,9,Taisiya Voronova,Natalia Komarova,International Puzzlers,Novosibirsk,,00:26:57,1617,,+ 12'',at 5' 48'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,10,Bettina Krammer,Simone Reicht,Austria,Weiz (Styria),Vienna (Austria),00:27:25,1645,,+ 28'',at 6' 16'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,11,Iris Bakker,Sofie Juel Andersen,Denmark,Aarhus (Midtjylland),,00:27:54,1674,,+ 29'',at 6' 45'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,12,Simona Mikešová,Karolína Gajdová,Czech Republic,Ostrava (Cze),Praha (Czechia),00:28:15,1695,,+ 21'',at 7' 06',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,12,Klara Wesselkamp,Matthias Gugel,Germany,Kopenhagen (Hovedstaden),Altbach (Bw),00:28:15,1695,,+ 00',at 7' 06',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,14,Andrea Kyle,Dawne Rasmusson,USA,Saint Paul (Minnesota),Prior Lake (Minnesota),00:28:27,1707,,+ 12'',at 7' 18'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,15,Eduardo Moreno Turcu,Alejandro Heras Gago,Spain,Guadalajara,Colmenar Viejo (Madrid),00:29:16,1756,,+ 49'',at 8' 07',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,16,Barbara Di Angelo,Magdalena Kirnbauer,Austria,Wien,Vienna,00:29:32,1772,,+ 16'',at 8' 23'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,17,Ednéia Silveira,Camila Sayuri Matsubarra,Brazil,Cruzeiro (São Paulo),Santo Andre (São Paulo),00:30:25,1825,,+ 53'',at 9' 16'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,18,Colleen Dunne,Jessica Henderson,USA,Columbus (Oh),,00:30:26,1826,,+ 01',at 9' 17'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,19,Elizabeth McElveen,Jamie Ambabo,USA,Greenville (Sc),Decatur (Ga),00:30:57,1857,,+ 31'',at 9' 48'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,20,Eva Lesny,Stefanie König,Germany,Petershausen (Bayern),Augsburg (Bayern),00:31:08,1868,,+ 11'',at 9' 59'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,21,Karin Klauser,Verena Klauser,Austria,Texing (Lower Austria),Vienna,00:31:17,1877,,+ 09',at 10' 08',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,22,Erin Fisk,Beatrice Endler,USA,Portland (Or),,00:31:22,1882,,+ 05',at 10' 13'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,23,Jasper Lee,Meredith Yeager,USA,Decatur (Georgia),Cuyahoga Falls (Oh),00:31:31,1891,,+ 09',at 10' 22'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,24,Jessica Mak,Grace Tham,Malaysia,Singapore,Sydney (Nsw),00:31:35,1895,,+ 04',at 10' 26'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,25,Hanna Lehikoinen,Minttu Lehikoinen,Finland,Helsinki (Uusimaa),,00:31:47,1907,,+ 12'',at 10' 38'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,26,Nathan Anselme,Megan Anselme,France,Angers (Pays de la Loire),,00:31:52,1912,,+ 05',at 10' 43'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,27,Peter Rasmussen,Sophie Neumann,Denmark,Tåstrup (Sjælland),Jena (Thüringen),00:32:05,1925,,+ 13'',at 10' 56'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,28,Justyna Sokołowska,Krystian Niedziela,Poland,Andrychów (Małopolska),Sosnowiec (Śląskie),00:32:13,1933,,+ 08',at 11' 04',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,29,Dorota Gapinska,Monika Nawrot,Poland,Warsaw (Mazovia),,00:32:52,1972,,+ 39'',at 11' 43'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,30,Namphueng Tassanaipitukkul,Julia Hildebrandt,Thailand,Bankgog,Berlin,00:33:22,2002,,+ 30'',at 12' 13'',True
2024,D,19/09/2024,500,01:15:00,https://worldjigsawpuzzle.org/users/img/puzzles/fa403697cbf2b5d7e2c98a9c75735274f89de06766b437de7c0a2617.png,31,Rebecca Starrett,Alexandra Carsky,USA,Brown Deer (Wi),,00:33:24,2004,,+ 02',at 12' 15'',True
