year,stage,date,puzzle_pieces,time_limit,rank,team_name,members,country,origin,puzzle_partial_ids,puzzle_image_urls,time,time_seconds,pieces_completed,gap,cumulative_gap,qualified
2024,B,21/09/2024,2000,03:00:00,84,Les Couzz...in,Maggali Bonnet / Linkita Bonnet / Béatrice Bonnet / Elodie Bonnet,France,Gradignan,91/144,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png|https://worldjigsawpuzzle.org/users/img/puzzles/5f3c78c28e137ae57421686076fb6c931b086fe6170c363e43a00576.png,,,1287,,,False
2024,B,21/09/2024,2000,03:00:00,85,Team Munkki,Sabrina Zuber / Stefan Blickensdörfer / Ulla Veili-Zuber / Riitta Guignet,Finland,Mannheim,91/144,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png|https://worldjigsawpuzzle.org/users/img/puzzles/5f3c78c28e137ae57421686076fb6c931b086fe6170c363e43a00576.png,,,1274,,,False
2024,B,21/09/2024,2000,03:00:00,86,Vallnorte,Esther Sastre Baza / Verónica Herrero Pérez / Laura Ubillos Lapresa / Milagros García Fernández,Spain,San Miguel del Arroyo,142/91,https://worldjigsawpuzzle.org/users/img/puzzles/9a09c15da2212ae80c7d5a8549010182650c8805e0bfc5634435170d.png|https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png,,,1229,,,False
2024,B,21/09/2024,2000,03:00:00,87,Cuchufleta,Gemma Conesa García / Sonia Conesa García / Raquel Bañón Domínguez / Francisco Joaquín Jiménez González,Spain,Puerto de Sagunto,91/142,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png|https://worldjigsawpuzzle.org/users/img/puzzles/9a09c15da2212ae80c7d5a8549010182650c8805e0bfc5634435170d.png,,,1152,,,False
2024,B,21/09/2024,2000,03:00:00,88,Puzzle Index,Nurhan Yarcı / Hamza Metin Yarcı / Peri Yarcı / Tunç Yarcı,Türkiye,Istanbul,91/142,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png|https://worldjigsawpuzzle.org/users/img/puzzles/9a09c15da2212ae80c7d5a8549010182650c8805e0bfc5634435170d.png,,,1129,,,False
2024,B,21/09/2024,2000,03:00:00,89,Las Gemelas,Sofía Lajo Trapote / Claudia Lajo Trapote / Marina Lajo Trapote / Concepción Trapote Álvarez,Spain,Valladolid,91/144,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png|https://worldjigsawpuzzle.org/users/img/puzzles/5f3c78c28e137ae57421686076fb6c931b086fe6170c363e43a00576.png,,,1099,,,False
2024,B,21/09/2024,2000,03:00:00,90,Vips Brasil 4,Vanessa Cristina Derzi Amazonas Rodrigues / Theo Arvatti Fiolo Duarte / Maria Hilda Arvatti Da Silva / Laura Abe Quagliato,Brazil,São Paulo,142/91,https://worldjigsawpuzzle.org/users/img/puzzles/9a09c15da2212ae80c7d5a8549010182650c8805e0bfc5634435170d.png|https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png,,,1076,,,False
2024,B,21/09/2024,2000,03:00:00,91,Puzzles Family,Ana Filipa Salgado / Andreia Salgado / Marta Salgado / Maria Helena Henriques Fonseca,Portugal,Font,143/144,https://worldjigsawpuzzle.org/users/img/puzzles/9df505655e7ddfe9e19a874d0c01b9eaa74f3a2529b93b132ba1e1e8.png|https://worldjigsawpuzzle.org/users/img/puzzles/5f3c78c28e137ae57421686076fb6c931b086fe6170c363e43a00576.png,,,1036,,,False
2024,B,21/09/2024,2000,03:00:00,92,Los Puzzlovacos,Peter Mišík / Zuzana Mišíková / Adam Dzurovcin / Camilo Henao Uribe,Slovakia,Žilina,142/91,https://worldjigsawpuzzle.org/users/img/puzzles/9a09c15da2212ae80c7d5a8549010182650c8805e0bfc5634435170d.png|https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png,,,1021,,,False
2024,B,21/09/2024,2000,03:00:00,93,Li-Belula,Laura Pedraza Sepulveda / Luz Marina Sepulveda Moncada / Beatriz Meza / Gyongyi Peterfia,Colombia,San Sebastián de los Reyes,91/144,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png|https://worldjigsawpuzzle.org/users/img/puzzles/5f3c78c28e137ae57421686076fb6c931b086fe6170c363e43a00576.png,,,1016,,,False
2024,B,21/09/2024,2000,03:00:00,94,Hakuna Puzzle,Laura Cervantes Tellez / Claudia Casanova Roque / Yudith Valdés / Lila Falcón,Cuba,Cuba,91/144,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png|https://worldjigsawpuzzle.org/users/img/puzzles/5f3c78c28e137ae57421686076fb6c931b086fe6170c363e43a00576.png,,,1015,,,False
2024,B,21/09/2024,2000,03:00:00,95,Tunas,Jose Guadalupe Hernández Rodríguez / Juan Manuel Rosas Pineda / Vilibald Kun,Mexico,Monterrey,142/91,https://worldjigsawpuzzle.org/users/img/puzzles/9a09c15da2212ae80c7d5a8549010182650c8805e0bfc5634435170d.png|https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png,,,1008,,,False
2024,B,21/09/2024,2000,03:00:00,96,Cada Pieza En Su Sitio,Rocío García Mateos-Cañero / Manuel Heredero Cabrera / Debla Bustos García / Alfonso Bustos Escamilla,Spain,Madrid,142/91,https://worldjigsawpuzzle.org/users/img/puzzles/9a09c15da2212ae80c7d5a8549010182650c8805e0bfc5634435170d.png|https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png,,,1000,,,False
2024,B,21/09/2024,2000,03:00:00,97,The Family,Vered Bracha / Noa Wattenberg / Khen Alaluf /,Israel,Tel Aviv,91,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png,,,962,,,False
2024,B,21/09/2024,2000,03:00:00,98,Cuatro Gatos,César Alberto Raposo Funcia / María Araceli Sánchez Sánchez / Víctor Javier Raposo Funcia / Pilar Pérez Martínez,Spain,Salamanca,142,https://worldjigsawpuzzle.org/users/img/puzzles/9a09c15da2212ae80c7d5a8549010182650c8805e0bfc5634435170d.png,,,948,,,False
2024,B,21/09/2024,2000,03:00:00,99,Cabecillas Y Pescuecillos,Nuria Alonso Malfaz / Marta Mata Alonso / Alberto Mata Saiz / Andrés Rosa Herranz,Spain,Valladolid,91,https://worldjigsawpuzzle.org/users/img/puzzles/b25ec3a0099970cb984bba53fb849871087456aea54274cb7badf1f3.png,,,747,,,False
2024,B,21/09/2024,2000,03:00:00,100,Los Puzzleros del Pisuerga,Francisco Javier Valles Casado / Leo Valles Serna / María Belén Valdivieso Castañeda / Rodolfo Serna Martín,Spain,Valladolid,143,https://worldjigsawpuzzle.org/users/img/puzzles/9df505655e7ddfe9e19a874d0c01b9eaa74f3a2529b93b132ba1e1e8.png,,,705,,,False
2024,C,21/09/2024,2000,03:00:00,1,Czech Puzzlequeens,Jana Ondroušková / Kateřina Klinková / Tereza Koptíková / Markéta Freislerová,Czech Republic,"Praha, Brno, Nupaky",146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:10:16,4216,,-,-,True
2024,C,21/09/2024,2000,03:00:00,2,Siberian Team,Valentina Baburchenkova / Natalia Komarova / Mariia Matiushkina / Taisiya Voronova,International Puzzlers,Novosibirsk,148/146,https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png|https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png,01:16:18,4578,,+6' 02',at 6' 02',True
2024,C,21/09/2024,2000,03:00:00,3,Non Stop,Ana Gil Luciano / Ana Isabel Jimeno Jordá / Alejandro Clemente León / David Caballero Calzado,Spain,Madrid,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:18:07,4687,,+1' 49'',at 7' 51'',True
2024,C,21/09/2024,2000,03:00:00,4,Busy Birdies,Andrea Peng / Jeanne Roiter / Cathy Roiter / Becca Taylor,USA,San Francisco,148/146,https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png|https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png,01:19:50,4790,,+1' 43'',at 9' 34'',True
2024,C,21/09/2024,2000,03:00:00,5,Need4Speed,Vanda Varga / Mercédesz Arthofer / Brigitta Pozsa / Brigitta Vinkler,Hungary,Budapest,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:21:27,4887,,+1' 37'',at 11' 11'',True
2024,C,21/09/2024,2000,03:00:00,6,We Put The ’Betch’ In You Betcha,Sarah Schuler / Lauren Kautz / Dawne Rasmusson / Andrea Kyle,USA,St. Paul,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:31:59,5519,,+10' 32'',at 21' 43'',True
2024,C,21/09/2024,2000,03:00:00,7,When In Dome,Kyle Kossin / Megan Jones / Gail McCormick / Alice Rowe,USA,Bountiful,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:32:19,5539,,+ 20'',at 22' 03',True
2024,C,21/09/2024,2000,03:00:00,8,Arctic Puzzlers,Kristin Thuv / Siv Bremnes / Linda Bremnes Anderssen / Gaute Brakstad,Norway,Bodø,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:32:53,5573,,+ 34'',at 22' 37'',True
2024,C,21/09/2024,2000,03:00:00,9,Fast & Puzzlous,Cécile Martin Fredoueil  /  Lisa Cruz  /  Lily Cruz  /  Edmond Boutry,France,Louisfert,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:35:45,5745,,+2' 52'',at 25' 29'',True
2024,C,21/09/2024,2000,03:00:00,10,Piece Of Cake,Sara Kristersson / Tobias Priemer / Anna Priemer / Selma Kristersson,Sweden,Malmö,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:46:51,6411,,+11' 06',at 36' 35'',True
2024,C,21/09/2024,2000,03:00:00,11,Lynpuslerne,Sofie Juel Andersen / Olivia Waltz / Iris Bakker / Astrid Roesen Abildgaard,Denmark,Copenhagen,146/147,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/3a2cccf7ed71b7f76d5bc451fbf712aa0cc0f97d1f25ad8f52ce0822.png,01:47:42,6462,,+ 51'',at 37' 26'',True
2024,C,21/09/2024,2000,03:00:00,12,Vienna Calling,Lena Hofmayr / Julia Hildebrandt / Rebecca Ackerl / Eleonore Weidmann,Austria,Vienna,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:48:30,6510,,+ 48'',at 38' 14'',True
2024,C,21/09/2024,2000,03:00:00,13,World Pieces ’24,Donnalouise Watts / Janette Perme / Siobhán Quinn / Stijn Hudders,New Zealand,Dunedin,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:48:52,6532,,+ 22'',at 38' 36'',True
2024,C,21/09/2024,2000,03:00:00,14,Come From A Land Down Under,Jessica Bennett / Heidi Schwegler / Cristina Cascon Abeledo / Marita Broberg,Australia,Melbourne,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:50:41,6641,,+1' 49'',at 40' 25'',True
2024,C,21/09/2024,2000,03:00:00,15,Random Cuts,Caroline Orsi / Ieva Veya / Meredith Yeager / Jasper Lee,USA,San Francisco,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:52:37,6757,,+1' 56'',at 42' 21'',True
2024,C,21/09/2024,2000,03:00:00,16,Global Piecekeepers,Lisbeth Sofia Hernández Ruiz / Fruzsina Wilheim / Riikka Utriainen / Stefanie König,Guatemala,Germany / Finland,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,01:53:41,6821,,+1' 04',at 43' 25'',True
2024,C,21/09/2024,2000,03:00:00,17,Addicted To Puzzles,Birgit Warwas / Jochen Baur / Yvonne Lehner-Grübel / Caroline Räth,Germany,Lindau,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:00:26,7226,,+6' 45'',at 50' 10'',True
2024,C,21/09/2024,2000,03:00:00,18,Teilchenbeschleuniger,Dietmar Birzer / Magdalena Alberti / Carolin Schöneis / Dagmar Alberti,Germany,Munich,148/146,https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png|https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png,02:00:52,7252,,+ 26'',at 50' 36'',True
2024,C,21/09/2024,2000,03:00:00,19,The Puzzle Patrol,Erik Greijdanus / Ellen Sinot / Inge Sinot / Jan Sinot,The Netherlands,Waalre,147/146,https://worldjigsawpuzzle.org/users/img/puzzles/3a2cccf7ed71b7f76d5bc451fbf712aa0cc0f97d1f25ad8f52ce0822.png|https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png,02:02:39,7359,,+1' 47'',at 52' 23'',True
2024,C,21/09/2024,2000,03:00:00,20,Puzzle Factory,Maria-Magdalena Robrecht / Sarah Bastiani / Ria Seeger / Emma Proß,Germany,Heidelberg,148/146,https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png|https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png,02:02:44,7364,,+ 05',at 52' 28'',True
2024,C,21/09/2024,2000,03:00:00,21,Puzzled Puzzlers,Marilis Kallas / Sandra Tali / Ülle Külaots / Merilin Jegers,Estonia,Tallinn,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:04:01,7441,,+1' 17'',at 53' 45'',True
2024,C,21/09/2024,2000,03:00:00,22,Finnishers,Elina Lehtimäki / Emilia Eloranta / Teija Taavettila / Susan Heikkinen,Finland,Helsinki,148/146,https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png|https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png,02:04:58,7498,,+ 57'',at 54' 42'',True
2024,C,21/09/2024,2000,03:00:00,23,Piece-Thagoras,Janna Franzkeit / Marc Fabel / Jörn Schrieber / Maren Faber,Germany,Hamburg,146/147,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/3a2cccf7ed71b7f76d5bc451fbf712aa0cc0f97d1f25ad8f52ce0822.png,02:07:39,7659,,+2' 41'',at 57' 23'',True
2024,C,21/09/2024,2000,03:00:00,24,Lëtz Puzzle,Joyce Petry / Cathérine Beck / Lenka Pettman / Katharina Pickar,Luxembourg,Vianden,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:07:53,7673,,+ 14'',at 57' 37'',True
2024,C,21/09/2024,2000,03:00:00,25,Jigsaw Jedi,Elsa Wemmert / Stina Granholm / Ellen Queseth / Ester Queseth,Sweden,Gothenburg / Solna,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:09:03,7743,,+1' 10'',at 58' 47'',True
2024,C,21/09/2024,2000,03:00:00,26,Todos A la Calle!,Soraya Pérez Carayol / Alejandro Darias Mateos / Alejandro Heras Gago / Manuel Espinosa Torres,Spain,Ibi,146/147,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/3a2cccf7ed71b7f76d5bc451fbf712aa0cc0f97d1f25ad8f52ce0822.png,02:10:00,7800,,+ 57'',at 59' 44'',True
2024,C,21/09/2024,2000,03:00:00,27,Parts Finder,Tanja Bares / Linda Janke / Sabrina Peter / Jessica Englisch,Germany,Trimport,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:10:40,7840,,+ 40'',at 60' 24'',True
2024,C,21/09/2024,2000,03:00:00,28,Puzzlemaniaks,Christelle Persault / Laura Johns / Eliška Hrbková / Iva Rokůsková,France,Saasenheim,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:10:49,7849,,+ 09',at 60' 33'',True
2024,C,21/09/2024,2000,03:00:00,29,Alsace Y Amigos,Laura Entz / Alice Entz / Véronique Gasch / Florian Perret,France,Nantes,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:10:55,7855,,+ 06',at 60' 39'',True
2024,C,21/09/2024,2000,03:00:00,30,The United Nations Of Puzzling,Mariandrea Cruz Sánchez / Ruth Milena Martínez Parra / Andrea Santillana Fernández / Daniela Bianca Patrut,Colombia,Colombia,148/146,https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png|https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png,02:11:31,7891,,+ 36'',at 61' 15'',True
2024,C,21/09/2024,2000,03:00:00,31,Holmgrens,Lydia Holmgren / Tova Holmgren / Mikaela Östergren / Linda Angermund Holmgren,Sweden,Gävle,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:11:34,7894,,+ 03',at 61' 18'',True
2024,C,21/09/2024,2000,03:00:00,32,4K4Piece,Miriam Kamper  /  Magdalena Kirnbauer  /  Stefanie Koeberl  /  Miriam Kamper,Austria,Irdning,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:11:55,7915,,+ 21'',at 61' 39'',True
2024,C,21/09/2024,2000,03:00:00,33,Big Bobby Tables,Klara Wesselkamp / Matthias Gugel / Chris Clatterbuck / Mayumi Narita,Germany,Kopenhagen,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:12:04,7924,,+ 09',at 61' 48'',True
2024,C,21/09/2024,2000,03:00:00,34,New Puzzlers Together,Aneliya Ilieva-Golemanova / Lyudmil Lakov / Gratsiela Toneva / Ventsislav Atanasov,Bulgaria,Sofia,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:13:05,7985,,+1' 01',at 62' 49'',True
2024,C,21/09/2024,2000,03:00:00,35,Golden State Puzzlers,Tammy McLeod / Alycia Krasny / Lindsay Steenstra / Yvonne Feucht,USA,Los Angeles,146/147,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/3a2cccf7ed71b7f76d5bc451fbf712aa0cc0f97d1f25ad8f52ce0822.png,02:13:53,8033,,+ 48'',at 63' 37'',True
2024,C,21/09/2024,2000,03:00:00,36,Puzzleicious,Amelie Jilg / Theresa Meyer / Anika Hespelt / Kerstin Märkle,Germany,Karlsruhe,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:16:12,8172,,+2' 19'',at 65' 56'',True
2024,C,21/09/2024,2000,03:00:00,37,Sisters Double,Martha Klimek / Maren Menges / Anna Menges / Theresa Klimek,Germany,"Berlin, Frankfurt, Köln, Dresden",146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:19:20,8360,,+3' 08',at 69' 04',True
2024,C,21/09/2024,2000,03:00:00,38,3 Pieces Are Enough,Sanna Susiluoto / Netta Laukkanen / Jukka Sireni / Milla Kallioniemi,Finland,Helsinki,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:19:47,8387,,+ 27'',at 69' 31'',False
2024,C,21/09/2024,2000,03:00:00,39,Ks4,Gesa Amann / Niklas Gärtner / Pauline Wander / Mariella Dräger,Germany,Würzburg,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:23:14,8594,,+3' 27'',at 72' 58'',False
2024,C,21/09/2024,2000,03:00:00,40,Blue And Yellow,Liudmyla Shapa / Veronika Lenart / Alisa Sukhina / Karolina Yanko,Ukraine,Dnipro,146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:23:48,8628,,+ 34'',at 73' 32'',False
2024,C,21/09/2024,2000,03:00:00,41,Border Patrol,Josefa Fonseca / Sofia Gonçalves / Helena Santos / Maria Teixeira,Portugal,Porto,148/146,https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png|https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png,02:25:42,8742,,+1' 54'',at 75' 26'',False
2024,C,21/09/2024,2000,03:00:00,42,The Piece-Ful Puzzlers,Klara Exnerova / Dominik Kardaš / Jana Kubíčková,Czech Republic,"Bohumín, Ostrava, Hradec Králové",146/148,https://worldjigsawpuzzle.org/users/img/puzzles/74ea47157019dc4f954d4bf1774a8588ee88221121a0095516e2481b.png|https://worldjigsawpuzzle.org/users/img/puzzles/10fd2a52f1c9f807a97977289c53fd83a63c2aa98f0eb5b49d7415cb.png,02:25:52,8752,,+ 10'',at 75' 36'',False
